"path","layer","ownerKind","ownerId","serviceId","linkedServiceId","classification","status"
"dsh/frontend/app-field/contracts/dsh-field-binding.contracts.ts","dsh-field","service","dsh","dsh","","TYPE_CONTRACT","ACTIVE"
"dsh/frontend/app-field/data/field-finance.preview-data.ts","dsh-field","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-field/data/field-onboarding.storage.ts","dsh-field","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-field/data/field-state.preview-data.ts","dsh-field","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-field/data/field-stores.preview-data.ts","dsh-field","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-field/data/field-visit.preview-data.ts","dsh-field","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-field/dsh-field.routes.ts","dsh-field","service","dsh","dsh","","ROUTE_REGISTRY","ACTIVE"
"dsh/frontend/app-field/dsh-field.screen-registry.ts","dsh-field","service","dsh","dsh","","SCREEN_REGISTRY","ACTIVE"
"dsh/frontend/app-field/dsh-field.types.ts","dsh-field","service","dsh","dsh","","TYPE_CONTRACT","ACTIVE"
"dsh/frontend/app-field/DshFieldSurface.tsx","dsh-field","service","dsh","dsh","","SURFACE_ENTRY","ACTIVE"
"dsh/frontend/app-field/index.ts","dsh-field","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-field/mobile-entry.tsx","dsh-field","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-field/parts/FieldStoreCard.tsx","dsh-field","service","dsh","dsh","","SCREEN_PART","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldFinanceScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldProfileHomeScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldProfileScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldStoresHistoryScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldStoresScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-field/screens/DshFieldStoreVisitScreen.tsx","dsh-field","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"wlt/frontend/app-field/dsh/index.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_BRIDGE","ACTIVE"
"wlt/frontend/app-field/dsh/useWltDshFieldFinancePreview.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_PART","ACTIVE"
"wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_ADAPTER","ACTIVE"
"wlt/frontend/app-field/dsh/wlt-dsh-field.contract.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","TYPE_CONTRACT","ACTIVE"
"wlt/frontend/app-field/dsh/wlt-dsh-field.preview-data.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","PREVIEW_DATA","ACTIVE"
"wlt/frontend/app-field/dsh/wlt-dsh-field.types.ts","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","TYPE_CONTRACT","ACTIVE"
"wlt/frontend/app-field/dsh/WltDshFieldBridge.tsx","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_BRIDGE","ACTIVE"
"wlt/frontend/app-field/dsh/WltDshFieldFinancePreview.tsx","wlt-dsh-field-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_PART","ACTIVE"
"wlt/frontend/shared/finance/dshFinancePreview.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"wlt/frontend/shared/finance/index.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"wlt/frontend/shared/finance/providers.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"app-field/composition/index.ts","app-field-integration","app","app-field","","","SHARED_HELPER","ACTIVE"
"app-field/shell/FieldSurfaceHost.tsx","app-field-integration","app","app-field","","","SURFACE_ENTRY","ACTIVE"
"app-field/shell/index.ts","app-field-integration","app","app-field","","","SHARED_HELPER","ACTIVE"
"app-field/shell/mobile-entry.tsx","app-field-integration","app","app-field","","","SHARED_HELPER","ACTIVE"
