path,layer,ownerKind,ownerId,serviceId,linkedServiceId,classification,status
dsh/frontend/app-client/dsh-client.routes.ts,metadata,service,dsh,dsh,,canonical-public,active
dsh/frontend/app-client/dsh-client.screen-registry.ts,metadata,service,dsh,dsh,,canonical-public,active
dsh/frontend/app-client/dsh-client.types.ts,metadata,service,dsh,dsh,,canonical-public,active
dsh/frontend/app-client/DshClientSurface.tsx,boundary,app,app-client,dsh,,canonical-public,active
dsh/frontend/app-client/index.ts,barrel,service,dsh,dsh,,canonical-public,active
dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,contract,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/categories.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/client-state.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/discovery.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/home.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/items.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/my-space-orders.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/notifications.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/preferences.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/store.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/subscriptions-commercial.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/surface-catalog.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/data/surface-meta.preview-data.ts,data,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/ApprovedVideoReelsViewer.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/AwnakOrderCreateScreen.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/CartDetails.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/LoyaltyRewardsScreen.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/MySpaceCommercialScreen.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/MySpaceOrdersScreen.tsx,part,service,dsh,dsh,,canonical-runtime,active
dsh/frontend/app-client/parts/OperationScreen.tsx,part,service,dsh,dsh,,canonical-runtime,active
