"path","layer","ownerKind","ownerId","serviceId","linkedServiceId","classification","status"
"dsh/frontend/app-partner/dsh-partner.routes.ts","dsh-partner","service","dsh","dsh","","ROUTE_REGISTRY","ACTIVE"
"dsh/frontend/app-partner/dsh-partner.screen-registry.ts","dsh-partner","service","dsh","dsh","","SCREEN_REGISTRY","ACTIVE"
"dsh/frontend/app-partner/DshPartnerEntryScreen.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerHubSurface.tsx","dsh-partner","service","dsh","dsh","","SURFACE_ENTRY","ACTIVE"
"dsh/frontend/app-partner/DshPartnerInventoryActionPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOnboardingActionPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/dshPartnerOperationalFlowIds.ts","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOrderActionPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOrderAlertsPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOrderConversationPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOrderIssuePanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerOrdersScreen.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/DshPartnerSurface.tsx","dsh-partner","service","dsh","dsh","","SURFACE_ENTRY","ACTIVE"
"dsh/frontend/app-partner/DshPartnerVideoSubmissionPanel.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/fixture-locations.ts","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/index.ts","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/InventoryCatalogSection.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/partner-order-alert.preview-data.ts","dsh-partner","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-partner/partner-order-conversation.preview-data.ts","dsh-partner","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-partner/PromotionsSection.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-partner/screens/AuctionStatusUpdateScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/ConversationScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/InventoryActionScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/NotificationsScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OnboardingActionScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OperationsScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OrderActionScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OrderDetailScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OrderIssueScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/OrdersInboxScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/PartnerEntryScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/PartnerHomeScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/PartnerSettingsScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/PromotionsScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/StoreProfileScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/screens/VideoUploadScreen.tsx","dsh-partner","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-partner/StoreProfileSection.tsx","dsh-partner","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"wlt/frontend/app-partner/dsh/index.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_BRIDGE","ACTIVE"
"wlt/frontend/app-partner/dsh/useWltDshPartnerWalletPreview.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_PART","ACTIVE"
"wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_ADAPTER","ACTIVE"
"wlt/frontend/app-partner/dsh/wlt-dsh-partner.contract.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","TYPE_CONTRACT","ACTIVE"
"wlt/frontend/app-partner/dsh/wlt-dsh-partner.parts.tsx","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_PART","ACTIVE"
"wlt/frontend/app-partner/dsh/wlt-dsh-partner.preview-data.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","PREVIEW_DATA","ACTIVE"
"wlt/frontend/app-partner/dsh/wlt-dsh-partner.types.ts","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","TYPE_CONTRACT","ACTIVE"
"wlt/frontend/app-partner/dsh/WltDshPartnerBridge.tsx","wlt-dsh-partner-bridge","integration","wlt.dsh","wlt","dsh","WLT_INTEGRATION_BRIDGE","ACTIVE"
"wlt/frontend/shared/finance/dshFinancePreview.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"wlt/frontend/shared/finance/index.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"wlt/frontend/shared/finance/providers.ts","wlt-shared-finance","integration","wlt.dsh","wlt","dsh","SHARED_HELPER","ACTIVE"
"app-partner/composition/index.ts","app-partner-integration","app","app-partner","","","SHARED_HELPER","ACTIVE"
"app-partner/shell/index.ts","app-partner-integration","app","app-partner","","","SHARED_HELPER","ACTIVE"
"app-partner/shell/mobile-entry.tsx","app-partner-integration","app","app-partner","","","SHARED_HELPER","ACTIVE"
"app-partner/shell/PartnerSurfaceHost.tsx","app-partner-integration","app","app-partner","","","SURFACE_ENTRY","ACTIVE"
"dsh/frontend/shared/banner.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/campaign.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/catalog-adoption.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/catalog.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/dshCrossSurfaceClosureMap.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/dshFinancePreviewModel.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/dshStoreProductCardModel.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/growth.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/index.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/loyalty.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/marketing-review.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/news-ticker-fixtures.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/news-ticker.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/partner-offer.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/promo.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/store-card-commercial-map.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/shared/video.preview-store.ts","dsh-shared","service","dsh","dsh","","PREVIEW_STORE","ACTIVE"
"dsh/frontend/shared/workflow.ts","dsh-shared","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
