"path","layer","ownerKind","ownerId","serviceId","linkedServiceId","classification","status"
"dsh/frontend/app-captain/contracts/dshCaptainBinding.contracts.ts","dsh-captain","service","dsh","dsh","","TYPE_CONTRACT","ACTIVE"
"dsh/frontend/app-captain/data/captain-finance.preview-data.ts","dsh-captain","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-captain/data/captain-orders.preview-data.ts","dsh-captain","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-captain/data/captain-profile.preview-data.ts","dsh-captain","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-captain/data/captain-state.preview-data.ts","dsh-captain","service","dsh","dsh","","PREVIEW_DATA","ACTIVE"
"dsh/frontend/app-captain/data/fixture-locations.ts","dsh-captain","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-captain/dsh-captain.routes.ts","dsh-captain","service","dsh","dsh","","ROUTE_REGISTRY","ACTIVE"
"dsh/frontend/app-captain/dsh-captain.screen-registry.ts","dsh-captain","service","dsh","dsh","","SCREEN_REGISTRY","ACTIVE"
"dsh/frontend/app-captain/dsh-captain.types.ts","dsh-captain","service","dsh","dsh","","TYPE_CONTRACT","ACTIVE"
"dsh/frontend/app-captain/DshCaptainSurface.tsx","dsh-captain","app","app-captain","dsh","","SURFACE_ENTRY","ACTIVE"
"dsh/frontend/app-captain/index.ts","dsh-captain","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-captain/parts/OperationScreen.ts","dsh-captain","service","dsh","dsh","","SCREEN_PART","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainEntryScreen.tsx","dsh-captain","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainFinanceScreen.tsx","dsh-captain","integration","wlt.dsh","wlt","dsh","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx","dsh-captain","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx","dsh-captain","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx","dsh-captain","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-captain/screens/DshCaptainProfileScreen.tsx","dsh-captain","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
